"tweet_id"	"author"	"entity_id"	"tweet_url"	"language"	"timestamp"	"urls"	"extended_urls"	"md5_extended_urls"	"is_near_duplicate_of"
"275808005482766338"	"Idolodemillones"	"RL2013D01E001"	"https://twitter.com/Idolodemillones/status/275808005482766338"	"ES"	"1354592727"	""	""	""	"-1"
"276080847680045056"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/276080847680045056"	"EN"	"1354657778"	""	""	""	"-1"
"276626411849121792"	"DJavi20"	"RL2013D01E001"	"https://twitter.com/DJavi20/status/276626411849121792"	"ES"	"1354787851"	"pic.twitter.com/5ZkvKGYt"	"pic.twitter.com/5ZkvKGYt"	"a390cba0eb148796dc42a18c0b21d773"	"-1"
"276887524306206720"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/276887524306206720"	"EN"	"1354850104"	""	""	""	"-1"
"277519242117648385"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/277519242117648385"	"EN"	"1355000718"	""	""	""	"-1"
"277628667331502080"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/277628667331502080"	"EN"	"1355026807"	""	""	""	"-1"
"278147590913138688"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278147590913138688"	"EN"	"1355150528"	""	""	""	"-1"
"278236963578978304"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278236963578978304"	"EN"	"1355171836"	""	""	""	"-1"
"278261764783751168"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278261764783751168"	"EN"	"1355177749"	""	""	""	"-1"
"278298221359558656"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278298221359558656"	"EN"	"1355186441"	""	""	""	"-1"
"278325924225757184"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278325924225757184"	"EN"	"1355193046"	""	""	""	"-1"
"278336995607072768"	"fredofc"	"RL2013D01E001"	"https://twitter.com/fredofc/status/278336995607072768"	"EN"	"1355195685"	"http://www.youtube.com/watch?v=nx7-lT7tSh8&sns=tw"	"http://www.youtube.com/watch?v=nx7-lT7tSh8&sns=tw"	"39d688b8d41e194574c67b6d4cf25cc1"	"-1"
"278338794946699264"	"lazycandy"	"RL2013D01E001"	"https://twitter.com/lazycandy/status/278338794946699264"	"EN"	"1355196114"	"http://flip.it/GXgQd"	"http://www.coolhunting.com/culture/interview-thomas-girst.php"	"081edaac3a39729ffdf4329900b40b61"	"-1"
"278344625041858563"	"YouRAmazingRK"	"RL2013D01E001"	"https://twitter.com/YouRAmazingRK/status/278344625041858563"	"EN"	"1355197504"	"http://www.dailymail.co.uk/news/article-2246043/Worst-parking-attempt-BMW-driver-bangs-car-curb-vehicles-trying-park.html"	"http://www.dailymail.co.uk/news/article-2246043/How-NOT-park-BMW-Hilarious-video-driver-hitting-curb-vehicles-tries-squeeze-space.html"	"21a9f369c105f2c8803cdf025e4eb1f3"	"-1"
"278353828544401408"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278353828544401408"	"EN"	"1355199698"	""	""	""	"-1"
"278358906646970368"	"iContron24"	"RL2013D01E001"	"https://twitter.com/iContron24/status/278358906646970368"	"EN"	"1355200909"	""	""	""	"-1"
"278360357888733184"	"rts_bmw"	"RL2013D01E001"	"https://twitter.com/rts_bmw/status/278360357888733184"	"EN"	"1355201255"	"http://bit.ly/U17OfW"	"http://uk.yakaz.com/posts/000c39lo495l075m?p=wIqvWYvEt/mmt71hQ1cWVqc0OywXJEUzIrE%2BATdgKackngeu8m1H084Iy/sSBrZcIH2LeKwrBVhuNhcFexOfnDPMCumim47BlZ/W2uYCGrmPrXsCHPu6OBXfITBr%2Bz0duO3pPFTbkyjQf3f1MlDq&utm_source=twitterfeed&utm_medium=twitter"	"1fe6f1d601690a98165414bc6b1ea440"	"-1"
"278360391447351296"	"UKCars"	"RL2013D01E001"	"https://twitter.com/UKCars/status/278360391447351296"	"EN"	"1355201263"	"http://bit.ly/UcC86O"	"http://www.gumtree.com/p/cars-vans-motorbikes/2002-immaculate-bmw-automatic-318-ti-se-compact-one-year-mot-and-6-months-tax-hpi-clear--lewisham-south-east-1790/1004845272"	"0b807d53b2019e5505d8c2ed88d22bfd"	"-1"
"278364451512664066"	"valerieeusse"	"RL2013D01E001"	"https://twitter.com/valerieeusse/status/278364451512664066"	"ES"	"1355202231"	""	""	""	"-1"
"278375574819442688"	"xLoveDove"	"RL2013D01E001"	"https://twitter.com/xLoveDove/status/278375574819442688"	"EN"	"1355204883"	""	""	""	"-1"
"278380977062043648"	"ThugAngel2011"	"RL2013D01E001"	"https://twitter.com/ThugAngel2011/status/278380977062043648"	"EN"	"1355206171"	""	""	""	"-1"
"278388598586343424"	"nomeimportaque"	"RL2013D01E001"	"https://twitter.com/nomeimportaque/status/278388598586343424"	"ES"	"1355207988"	""	""	""	"-1"
"278393873821208576"	"bimmermania"	"RL2013D01E001"	"https://twitter.com/bimmermania/status/278393873821208576"	"EN"	"1355209246"	"http://bimmermania.com/blog/2012/06/04/bmw-zagato-coupe-sound-world-debut-2/"	"http://bimmermania.com/blog/2012/06/04/bmw-zagato-coupe-sound-world-debut-2/"	"eccb1a01eabd10f1065e6b190a729df5"	"-1"
"278400052760834048"	"MotoringAllianc"	"RL2013D01E001"	"https://twitter.com/MotoringAllianc/status/278400052760834048"	"EN"	"1355210719"	"http://goo.gl/fb/w3Rcg"	"http://www.motoringalliance.com/forums/motoringfile-feeds/16021-40-years-electric-mobility-bmw-group.html?utm_source=feedburner&utm_medium=twitter&utm_campaign=Feed%3A+MotoringAlliance+%28Motoring+Alliance%29"	"3f37a4a27297a80872445f727a9cddcf"	"-1"
"278405035589767168"	"BMWMotorrad"	"RL2013D01E001"	"https://twitter.com/BMWMotorrad/status/278405035589767168"	"EN"	"1355211907"	"http://www.unpacking-power.com/"	"http://www.unpacking-power.com/"	"f81f56ff988ac8566686ff29559573d2"	"-1"
"278409821294825472"	"MikeBaier"	"RL2013D01E001"	"https://twitter.com/MikeBaier/status/278409821294825472"	"EN"	"1355213048"	"http://bit.ly/XMNjJv"	"http://bringatrailer.com/2012/12/10/1974-bmw-2002tii-jaegermeister-hot-rod/?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+BringATrailer+%28Bring+a+Trailer%29"	"5c594b56d97634421d44c5e0d067e506"	"-1"
"278412902535397376"	"BaiduriBank"	"RL2013D01E001"	"https://twitter.com/BaiduriBank/status/278412902535397376"	"EN"	"1355213783"	"http://on.fb.me/Ka9m4u"	"http://www.facebook.com/photo.php?fbid=292988797440666&set=a.192349567504590.49102.191601237579423&type=1&theater"	"c54485316b4a0192ff0afc34e3795bab"	"-1"
"278421490293161984"	"lukeharmz"	"RL2013D01E001"	"https://twitter.com/lukeharmz/status/278421490293161984"	"EN"	"1355215830"	"http://instagr.am/p/TFw2BXzeQf/"	"http://instagram.com/p/TFw2BXzeQf/"	"ebe187cedbf80b8ee6506153c5d086f4"	"-1"
"278421921887051776"	"YaaBoiChicity"	"RL2013D01E001"	"https://twitter.com/YaaBoiChicity/status/278421921887051776"	"EN"	"1355215933"	""	""	""	"-1"
"278430146921365504"	"PIMPMYBMW"	"RL2013D01E001"	"https://twitter.com/PIMPMYBMW/status/278430146921365504"	"EN"	"1355217894"	"http://bit.ly/S2ktmM"	"http://www.bmwblog.com/2012/12/11/renderings-bmw-m4-coupe/"	"955ace4f91606dd378b5e434ca47673d"	"-1"
"278436593566629888"	"DinaYima"	"RL2013D01E001"	"https://twitter.com/DinaYima/status/278436593566629888"	"EN"	"1355219431"	"http://amzn.to/VPf3wO"	"http://www.amazon.com/BMW-Genuine-Royal-Metallic-Touch-up/dp/B000NEV65Q"	"5f2bcfa5085474de6b1bac14a80cc2bc"	"-1"
"278439940587659264"	"MandoZK"	"RL2013D01E001"	"https://twitter.com/MandoZK/status/278439940587659264"	"EN"	"1355220229"	""	""	""	"-1"
"278449528175198208"	"oddfuckingtaco"	"RL2013D01E001"	"https://twitter.com/oddfuckingtaco/status/278449528175198208"	"EN"	"1355222515"	""	""	""	"-1"
"278463353230327808"	"_autoevolution_"	"RL2013D01E001"	"https://twitter.com/_autoevolution_/status/278463353230327808"	"EN"	"1355225811"	"http://www.autoevolution.com/news/bmw-celebrates-40-years-of-building-evs-52826.html"	"http://www.autoevolution.com/news/bmw-celebrates-40-years-of-building-evs-52826.html"	"a34a68605f4147b492a0e3b70276635c"	"-1"
"278469589627727872"	"CarExpertsIndia"	"RL2013D01E001"	"https://twitter.com/CarExpertsIndia/status/278469589627727872"	"EN"	"1355227298"	"http://bit.ly/X4w4yg"	"http://blog.carexpertsindia.com/refreshed-bmw-5-series-launch-2013/"	"46bb9a533b0628253b7e9d5d562487db"	"-1"
"278474434577330176"	"DHillNY"	"RL2013D01E001"	"https://twitter.com/DHillNY/status/278474434577330176"	"EN"	"1355228453"	""	""	""	"-1"
"278479528211382274"	"8KountryBoi4"	"RL2013D01E001"	"https://twitter.com/8KountryBoi4/status/278479528211382274"	"EN"	"1355229668"	""	""	""	"-1"
"278492344712585217"	"bimmerpost"	"RL2013D01E001"	"https://twitter.com/bimmerpost/status/278492344712585217"	"EN"	"1355232723"	"http://bit.ly/TNr940"	"http://www.f30post.com/forums/showthread.php?t=776932"	"ea60e309354c7d32b8b7929ef323a375"	"-1"
"278495822272925696"	"Farrukh_Kamran"	"RL2013D01E001"	"https://twitter.com/Farrukh_Kamran/status/278495822272925696"	"EN"	"1355233552"	""	""	""	"-1"
"278506915267485696"	"jholland130"	"RL2013D01E001"	"https://twitter.com/jholland130/status/278506915267485696"	"EN"	"1355236197"	""	""	""	"-1"
"278511925560758272"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278511925560758272"	"EN"	"1355237392"	""	""	""	"-1"
"278517094818123776"	"sell_your_car"	"RL2013D01E001"	"https://twitter.com/sell_your_car/status/278517094818123776"	"EN"	"1355238624"	""	""	""	"-1"
"278521796637097984"	"ThatsMyynamee"	"RL2013D01E001"	"https://twitter.com/ThatsMyynamee/status/278521796637097984"	"EN"	"1355239745"	""	""	""	"-1"
"278530634056597504"	"EdMorseSawgCadi"	"RL2013D01E001"	"https://twitter.com/EdMorseSawgCadi/status/278530634056597504"	"EN"	"1355241852"	"http://spr.ly/h2h2h,http://fb.me/Oc9lW2sy"	"http://www.autoblog.com/2012/11/24/motor-trend-goes-head-to-head-to-head-in-cadillac-ats-3-6/,https://www.facebook.com/photo.php?pid=27280628&l=d6b9c0fbd1&id=468641955074"	"5b037ddfb21888cae73498e7811ef984,1be9fe153c75682a77f742643b2723ac"	"-1"
"278530810208993280"	"blvdautoworld"	"RL2013D01E001"	"https://twitter.com/blvdautoworld/status/278530810208993280"	"EN"	"1355241894"	"http://tinyurl.com/ab62ru7"	"http://www.blvdautoworld.com/Dealer-Websites/BLVD-Auto-World-NY/ViewInventoryDetails.aspx?InventoryId=5vVexVxtaNk%3d"	"b79388f3c5c9874a1ee14cf985e33501"	"-1"
"278531847275819008"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278531847275819008"	"EN"	"1355242141"	""	""	""	"-1"
"278535528243159040"	"BMWReport"	"RL2013D01E001"	"https://twitter.com/BMWReport/status/278535528243159040"	"EN"	"1355243019"	"http://sns.mx/O8jYy4"	"http://www.snsanalytics.com/O8jYy4"	"e92ad2c12975796bee6b18e2b03a3856"	"-1"
"278536693399834626"	"CarBuzzcom"	"RL2013D01E001"	"https://twitter.com/CarBuzzcom/status/278536693399834626"	"EN"	"1355243297"	"http://dlvr.it/2csBsd"	"http://www.carbuzz.com/"	"609180614a295e83bcef8ac1e2177a32"	"-1"
"278539198573735938"	"raunak_chetty"	"RL2013D01E001"	"https://twitter.com/raunak_chetty/status/278539198573735938"	"EN"	"1355243894"	"http://youtu.be/CiTYQ-Zp3AI"	"http://www.youtube.com/watch?v=CiTYQ-Zp3AI&feature=youtu.be"	"399e8cc01601f267dfac6192e6a7bb39"	"-1"
"278541958677397504"	"Miss_mendes"	"RL2013D01E001"	"https://twitter.com/Miss_mendes/status/278541958677397504"	"EN"	"1355244552"	""	""	""	"-1"
"278546269973118976"	"sergiosorog"	"RL2013D01E001"	"https://twitter.com/sergiosorog/status/278546269973118976"	"ES"	"1355245580"	"http://bit.ly/YX2uS0"	"http://www.robustsicav.com/operaciones-de-robust-en-diciembre-aumento-exposicion-a-bolsa/"	"08f7aa46efc773529299b8c40d14a6c8"	"-1"
"278546727605264385"	"SFCitizen"	"RL2013D01E001"	"https://twitter.com/SFCitizen/status/278546727605264385"	"EN"	"1355245689"	"http://sfcitizen.com/blog/2012/12/11/remember-drivenow-isnt-a-premium-electric-car-sharing-program-its-a-marketing-program-for-bmw/"	"http://sfcitizen.com/blog/2012/12/11/remember-drivenow-isnt-a-premium-electric-car-sharing-program-its-a-marketing-program-for-bmw/"	"0240178d4a170ecd5b1ec645732422c8"	"-1"
"278548073972654080"	"Maggiebarce"	"RL2013D01E001"	"https://twitter.com/Maggiebarce/status/278548073972654080"	"ES"	"1355246010"	""	""	""	"-1"
"278548587623878658"	"autonocion"	"RL2013D01E001"	"https://twitter.com/autonocion/status/278548587623878658"	"ES"	"1355246133"	"http://dlvr.it/2cspq3"	"http://www.autonocion.com/el-bmw-m135i-logra-805-en-nurburgring-polemica-garantizada/?utm_source=dlvr.it&utm_medium=twitter"	"b3fdbd13bdf603fbb19e5a351dd5ea88"	"-1"
"278549916702359552"	"brockXaux"	"RL2013D01E001"	"https://twitter.com/brockXaux/status/278549916702359552"	"EN"	"1355246450"	""	""	""	"-1"
"278554449302147073"	"saleh_majed1"	"RL2013D01E001"	"https://twitter.com/saleh_majed1/status/278554449302147073"	"EN"	"1355247530"	"http://www.carbuzz.com/news/2012/12/11/Top-Tuned-BMW-M3s-7711981"	"http://www.carbuzz.com/news/2012/12/11/Top-Tuned-BMW-M3s-7711981/"	"f0c348862f22088478187626ba2b252f"	"-1"
"278557267861856257"	"SientePanama"	"RL2013D01E001"	"https://twitter.com/SientePanama/status/278557267861856257"	"ES"	"1355248202"	"http://bit.ly/L1sUrk"	"http://www.sientepanama.com/posts/2546-bmw-i-concept-la-movilidad-ecologica-del-futuro"	"cf3ab4b4c833ad5748b849060095e07d"	"-1"
"278561655099637760"	"autohausny"	"RL2013D01E001"	"https://twitter.com/autohausny/status/278561655099637760"	"EN"	"1355249248"	"http://tinyurl.com/at98kju"	"http://www.autofunds.com/ASPX/Online-Dealer-Software/Domain-No-Longer-Available.aspx?URL1=http://www.autohausli.com/Dealer-Websites/Smithtown-Autohaus-NY/ViewInventoryDetails.aspx?InventoryId=uFogYY8CGi4="	"9a67d887e91a8986cb5a2a2b7b332569"	"-1"
"278567807128596480"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278567807128596480"	"EN"	"1355250715"	""	""	""	"-1"
"278569051905720320"	"frank_ocean"	"RL2013D01E001"	"https://twitter.com/frank_ocean/status/278569051905720320"	"EN"	"1355251012"	""	""	""	"-1"
"278570958061723648"	"ChadiQaadan"	"RL2013D01E001"	"https://twitter.com/ChadiQaadan/status/278570958061723648"	"EN"	"1355251467"	"pic.twitter.com/6XPv105C"	"pic.twitter.com/6XPv105C"	"cc8815a80d6d89ebe8bd82c014a639df"	"-1"
"278580814143438851"	"Cristuppia"	"RL2013D01E001"	"https://twitter.com/Cristuppia/status/278580814143438851"	"ES"	"1355253816"	""	""	""	"-1"
"278582349799763968"	"CarGuyNick"	"RL2013D01E001"	"https://twitter.com/CarGuyNick/status/278582349799763968"	"EN"	"1355254182"	"http://bit.ly/VRtMHF"	"http://www.carscoops.com/2012/12/spy-shots-bmw-i8-hybrid-coupe-shows-its.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed:+Carscoop+(CARSCOOPS)"	"d3f822605cfe815fe1e2990e1d6dcc01"	"-1"
"278582823760326657"	"Clausius"	"RL2013D01E001"	"https://twitter.com/Clausius/status/278582823760326657"	"ES"	"1355254295"	""	""	""	"-1"
"278585279982493696"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278585279982493696"	"EN"	"1355254881"	""	""	""	"-1"
"278601433908125696"	"usautosales"	"RL2013D01E001"	"https://twitter.com/usautosales/status/278601433908125696"	"EN"	"1355258732"	"http://qk1.us/2cw8qX"	"http://www.amazon.com/Series-Performance-Portfolio-1976-1993-Brooklands/dp/1855202107"	"25a0eb01ddb2052e963f48ae144bd71a"	"-1"
"278608912356356098"	"social_host_pro"	"RL2013D01E001"	"https://twitter.com/social_host_pro/status/278608912356356098"	"EN"	"1355260515"	"http://www.sportsphotoart.com/2011-bmw-x3-m-sport-2010-paris-motor-show-video_09247552b.html"	"http://www.sportsphotoart.com/2011-bmw-x3-m-sport-2010-paris-motor-show-video_09247552b.html"	"ce14c17645f84598c4b65c2027e1b875"	"-1"
"278622799671746561"	"llambordes"	"RL2013D01E001"	"https://twitter.com/llambordes/status/278622799671746561"	"ES"	"1355263826"	"http://www.elperiodico.com/es/noticias/economia/pujol-nino-becerra-coinciden-que-catalunya-debe-controlar-imigracion-2269672"	"http://www.elperiodico.com/es/noticias/economia/pujol-nino-becerra-coinciden-que-catalunya-debe-controlar-imigracion-2269672"	"1ea21ea9e912484ace16347edaeb6d19"	"-1"
"278624515133677569"	"bmwblog"	"RL2013D01E001"	"https://twitter.com/bmwblog/status/278624515133677569"	"EN"	"1355264235"	"http://bit.ly/U4AJ2P"	"http://www.bmwblog.com/2012/12/12/hamann-bmw-6-series-gran-coupe/?utm_source=twitterfeed&utm_medium=twitter"	"8183745c017fc44bc366807578045e9c"	"-1"
"278634774405464064"	"carspydispatch"	"RL2013D01E001"	"https://twitter.com/carspydispatch/status/278634774405464064"	"EN"	"1355266681"	"http://ow.ly/2tGYRE"	"http://www.worldcarfans.com/112121151565/g-power-tunes-the-bmw-m3-up-to-610-hp?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+worldcarfans%2FJxfz+%28WorldCarFans.com%29"	"7281e1b44dfae4c869af44b7b425e34b"	"-1"
"278643758218747906"	"itZjayStyleZ"	"RL2013D01E001"	"https://twitter.com/itZjayStyleZ/status/278643758218747906"	"EN"	"1355268823"	""	""	""	"-1"
"278645797044756481"	"BMWForce"	"RL2013D01E001"	"https://twitter.com/BMWForce/status/278645797044756481"	"EN"	"1355269309"	"http://bit.ly/UyN7q4"	"http://www.bmwforce.com/bmw-gs-trophy-completed-on-1980-r-80-gs-video/?utm_source=twitterfeed&utm_medium=twitter"	"ed7bc17419cdeeb0bd6e9f583bafc648"	"-1"
"278646057079029760"	"joaquin_carmona"	"RL2013D01E001"	"https://twitter.com/joaquin_carmona/status/278646057079029760"	"ES"	"1355269371"	"http://www.autobild.es/noticias/bmw-z4-roadster-maltratado-aparcar-191680"	"http://www.autobild.es/noticias/bmw-z4-roadster-maltratado-aparcar-191680"	"439dfb453c3c6481334a899919dd4fed"	"-1"
"278646191317741570"	"Best_KeptSekret"	"RL2013D01E001"	"https://twitter.com/Best_KeptSekret/status/278646191317741570"	"EN"	"1355269403"	""	""	""	"-1"
"278647632312815616"	"KennyAnthonySLU"	"RL2013D01E001"	"https://twitter.com/KennyAnthonySLU/status/278647632312815616"	"EN"	"1355055517"	""	""	""	"-1"
"278649664214028289"	"Ghostiee55xo"	"RL2013D01E001"	"https://twitter.com/Ghostiee55xo/status/278649664214028289"	"EN"	"1355270231"	""	""	""	"-1"
"278652432416919552"	"tianalfano"	"RL2013D01E001"	"https://twitter.com/tianalfano/status/278652432416919552"	"EN"	"1355270891"	""	""	""	"-1"
"278654340846198785"	"bluenietzsche"	"RL2013D01E001"	"https://twitter.com/bluenietzsche/status/278654340846198785"	"EN"	"1355271346"	"http://instagr.am/p/THbFI7hq5N/"	"http://instagram.com/p/THbFI7hq5N/"	"2546e45047ff173949972244098923ed"	"-1"
"278655049662611456"	"Abuubreezy"	"RL2013D01E001"	"https://twitter.com/Abuubreezy/status/278655049662611456"	"EN"	"1355271515"	"http://instagr.am/p/THbbcnsZi9/"	"http://instagr.am/p/THbbcnsZi9/"	"724460d8994691d8936d92c7e70d1656"	"-1"
"278655199357308930"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278655199357308930"	"EN"	"1355271551"	""	""	""	"-1"
"278656797592657922"	"Greg_Adrian"	"RL2013D01E001"	"https://twitter.com/Greg_Adrian/status/278656797592657922"	"EN"	"1355271932"	"http://instagr.am/p/THcLAvu-pT/"	"http://instagram.com/p/THcLAvu-pT/"	"06d699d710ff5bd14d8bf210761c0cb3"	"-1"
"278659928330215425"	"gadgetreview"	"RL2013D01E001"	"https://twitter.com/gadgetreview/status/278659928330215425"	"EN"	"1355272678"	"http://instagr.am/p/THdn0mudkK/"	"http://instagram.com/p/THdn0mudkK/"	"072064a070f86850cc01c40baa06e490"	"-1"
"278673680106655744"	"AlenKarabegovic"	"RL2013D01E001"	"https://twitter.com/AlenKarabegovic/status/278673680106655744"	"EN"	"1355275957"	"http://dlvr.it/2cylCN"	"http://dlvr.it/2cylCN"	"f2d7abfc04223ac1e6a9d4a73e5ae8b3"	"-1"
"278676616811540480"	"markusrosario"	"RL2013D01E001"	"https://twitter.com/markusrosario/status/278676616811540480"	"ES"	"1355276657"	""	""	""	"-1"
"278684848594509824"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278684848594509824"	"EN"	"1355278620"	""	""	""	"-1"
"278694318137556993"	"DaltonLynnHill"	"RL2013D01E001"	"https://twitter.com/DaltonLynnHill/status/278694318137556993"	"EN"	"1355280877"	""	""	""	"-1"
"278704043591868417"	"BMW_LifeMorals"	"RL2013D01E001"	"https://twitter.com/BMW_LifeMorals/status/278704043591868417"	"EN"	"1355283196"	""	""	""	"-1"
"278708283773169664"	"kellshells"	"RL2013D01E001"	"https://twitter.com/kellshells/status/278708283773169664"	"EN"	"1355284207"	""	""	""	"-1"
"278708631929753600"	"TsarinaAJ"	"RL2013D01E001"	"https://twitter.com/TsarinaAJ/status/278708631929753600"	"EN"	"1355284290"	""	""	""	"-1"
"278712008323518464"	"Carmenho9"	"RL2013D01E001"	"https://twitter.com/Carmenho9/status/278712008323518464"	"EN"	"1355285095"	"http://bestsellerautomotive.com/low-prices-bmw-roundel-cap-black/"	"http://bestsellerautomotive.com/low-prices-bmw-roundel-cap-black/"	"cfb4f207501461912f1f77bae94397ad"	"-1"
"278717607719346177"	"RandySturridge"	"RL2013D01E001"	"https://twitter.com/RandySturridge/status/278717607719346177"	"EN"	"1355286430"	"http://klout.com/bmw_free/topics?n=tw&v=plusk_gave&i=517563"	"http://klout.com/bmw_free"	"71c9ef7f1e634409d8971844db37b2bb"	"-1"
"278717876175794176"	"auxiliarybrush"	"RL2013D01E001"	"https://twitter.com/auxiliarybrush/status/278717876175794176"	"EN"	"1355286494"	""	""	""	"-1"
"278720040424062976"	"tibarra36"	"RL2013D01E001"	"https://twitter.com/tibarra36/status/278720040424062976"	"EN"	"1355287010"	""	""	""	"-1"
"278728189969330176"	"Liloscar1"	"RL2013D01E001"	"https://twitter.com/Liloscar1/status/278728189969330176"	"EN"	"1355288953"	""	""	""	"-1"
"278728508728029184"	"RemoteControl15"	"RL2013D01E001"	"https://twitter.com/RemoteControl15/status/278728508728029184"	"EN"	"1355289029"	"http://tmblr.co/Z_djGyZBJ5Jy"	"http://chimchimchurro-o.tumblr.com/post/37770515708/gntstyle-bmw-when-they-were-seriously-cool"	"ffc5ffbcc199891340ce1c4c32702543"	"-1"
"278734833725874176"	"Stellios_Driver"	"RL2013D01E001"	"https://twitter.com/Stellios_Driver/status/278734833725874176"	"EN"	"1355290537"	"http://instagr.am/p/TH_xZbDCGy/"	"http://instagram.com/p/TH_xZbDCGy/"	"d8948c3f55b1a94d6e3d0c6e57d20b89"	"-1"
"278735823573241858"	"ardavis1"	"RL2013D01E001"	"https://twitter.com/ardavis1/status/278735823573241858"	"EN"	"1355290773"	""	""	""	"-1"
"278736758915612673"	"ViBody"	"RL2013D01E001"	"https://twitter.com/ViBody/status/278736758915612673"	"EN"	"1355290996"	"http://bit.ly/U5Pv9C"	"http://www.autoevolution.com/news/new-location-for-canada-s-bmw-gs-trophy-challenge-52853.html"	"9f76e783938d131698bd4035ee8a3671"	"-1"
